,OBJECTID,FLIGHT,STRIP,PHOTO_ID,QUALITY,TWD97_E,TWD97_N,TWD97_H,TWD67_E,TWD67_N,TWD67_H,LN,DATE_,TIME_,SEC,MAP_ID,SC,RI,MP,DP,SW,CLOUD,SECRET,OMEGA,PHI,KAPPA,STD_X,STD_Y,STD_H,STD_OMEGA,STD_PHI,STD_KAPPA,filename
5248,5249,210128i,42,0043,a,254623.026,2600157.248,6407.033,253794.65,2600364.016,6378.632,42,20210128,1233,38.683,--------,4,1,y,18,DMC,-9,0,-1.172614,0.35711,-99.486027,0.019704,0.029523,0.022906,0.00323,0.003349,0.007976,210128i_42~0043.tif
5249,5250,210128i,42,0044,a,254626.107,2599463.606,6414.336,253797.746,2599670.375,6385.897,42,20210128,1233,45.547,--------,4,1,y,18,DMC,-9,0,-0.333733,2.100483,-98.783991,0.019639,0.029601,0.022995,0.003238,0.003353,0.007977,210128i_42~0044.tif
5256,5257,210128i,42,0051,b,254613.631,2594619.429,6404.008,253785.368,2594826.225,6375.485,42,20210128,1234,32.219,--------,4,1,y,18,DMC,-9,0,0.280224,1.357416,-98.852289,0.019649,0.029566,0.022966,0.003161,0.003287,0.007959,210128i_42~0051.tif
5259,5260,210128i,42,0054,b,254625.102,2592542.948,6405.625,253796.868,2592749.768,6377.157,42,20210128,1234,51.485,96194022,4,1,y,18,DMC,-9,0,-1.045559,0.102176,-98.39366,0.019638,0.029566,0.023012,0.00314,0.003275,0.007957,210128i_42~0054.tif
5260,5261,210128i,42,0055,b,254625.54,2591850.174,6404.51,253797.314,2592057.004,6376.068,42,20210128,1234,57.937,--------,4,1,y,18,DMC,-9,0,-1.321404,-0.025714,-98.535227,0.019651,0.029565,0.023007,0.003143,0.003274,0.007961,210128i_42~0055.tif
5263,5264,210128i,44,0058,b,259764.456,2596008.331,6406.326,258936.021,2596215.176,6377.943,44,20210128,1240,48.346,--------,4,1,y,36,DMC,-9,0,2.629976,-0.4142,98.747053,0.019469,0.029668,0.023361,0.003324,0.003401,0.008208,210128i_44~0058.tif
5264,5265,210128i,44,0059,b,259763.421,2596701.775,6404.917,258934.975,2596908.616,6376.517,44,20210128,1240,55.098,--------,4,1,y,36,DMC,-9,0,2.055456,-0.542095,98.926259,0.019443,0.02965,0.023274,0.00333,0.003402,0.008231,210128i_44~0059.tif
5266,5267,210128i,44,0061,b,259756.698,2598085.251,6399.602,258928.228,2598292.083,6371.179,44,20210128,1241,8.64,96194004,4,1,y,0,DMC,-9,0,1.556549,0.247981,99.083493,0.019434,0.029639,0.023255,0.003335,0.003406,0.00826,210128i_44~0061.tif
5272,5273,210128i,44,0067,a,259764.369,2602238.77,6406.604,258935.818,2602445.586,6378.207,44,20210128,1241,50.063,--------,4,1,y,0,DMC,-9,0,1.551698,-0.50453,99.617404,0.019448,0.029597,0.023198,0.003409,0.003463,0.008354,210128i_44~0067.tif
5283,5284,210128i,44,0078,a,259713.384,2609851.62,6409.175,258884.629,2610058.43,6381.285,44,20210128,1243,6.649,--------,4,1,y,1,DMC,-9,0,1.246762,-0.213122,100.492058,0.019434,0.029512,0.023047,0.003472,0.003507,0.008413,210128i_44~0078.tif
5287,5288,210128i,44,0082,a,259748.475,2612620.685,6406.649,258919.62,2612827.499,6378.963,44,20210128,1243,34.039,--------,4,1,y,36,DMC,-9,0,0.633199,1.001248,96.750389,0.019282,0.029695,0.023301,0.003508,0.003531,0.008369,210128i_44~0082.tif
5309,5310,210128i,43,0104,a,257218.145,2606386.831,6404.981,256389.542,2606593.62,6376.947,43,20210128,1251,27.034,96203073,4,1,y,18,DMC,-9,0,-1.390865,-0.498201,-99.313898,0.01953,0.029351,0.023595,0.003497,0.003543,0.008992,210128i_43~0104.tif
5316,5317,210128i,43,0111,a,257216.135,2601541.686,6403.846,256387.66,2601748.477,6375.411,43,20210128,1252,15.266,--------,4,1,y,18,DMC,-9,0,-1.437888,1.35395,-98.414218,0.019526,0.029446,0.023874,0.003508,0.00355,0.008917,210128i_43~0111.tif
5319,5320,210128i,43,0114,a,257227.875,2599465.502,6403.733,256399.445,2599672.3,6375.224,43,20210128,1252,36.436,--------,4,1,y,19,DMC,-9,0,-1.644402,-1.603772,-100.159382,0.019693,0.029344,0.023881,0.003481,0.00354,0.00891,210128i_43~0114.tif
5322,5323,210128i,43,0117,b,257194.245,2597387.875,6406.135,256365.858,2597594.681,6377.61,43,20210128,1252,57.865,--------,4,1,y,18,DMC,-9,0,-0.585677,0.940492,-99.904925,0.019645,0.029376,0.023823,0.003422,0.003485,0.008863,210128i_43~0117.tif
5325,5326,210128i,43,0120,b,257187.945,2595311.016,6407.595,256359.595,2595517.836,6379.102,43,20210128,1253,19.023,96194013,4,1,y,18,DMC,-9,0,0.023135,0.556213,-99.788805,0.019674,0.029413,0.023899,0.00341,0.003478,0.008798,210128i_43~0120.tif
5331,5332,210128i,43,0126,b,257198.187,2591159.023,6407.016,256369.89,2591365.889,6378.679,43,20210128,1254,0.074,--------,4,1,y,18,DMC,-9,0,-1.039237,0.36694,-98.897161,0.019682,0.029464,0.024109,0.003451,0.003493,0.008665,210128i_43~0126.tif
5334,5335,210128i,45,0129,b,262311.516,2596702.116,6412.088,261483.008,2596908.984,6383.793,45,20210128,1259,51.463,--------,4,1,y,36,DMC,-9,0,1.258205,4.200669,97.596941,0.019396,0.029574,0.024412,0.00356,0.003598,0.008372,210128i_45~0129.tif
5342,5343,210128i,45,0137,b,262324.636,2602238.867,6410.902,261496.035,2602445.706,6382.563,45,20210128,1300,44.719,--------,4,1,y,36,DMC,-9,0,0.199478,1.394112,97.436942,0.019345,0.029532,0.024198,0.003536,0.003603,0.008589,210128i_45~0137.tif
5343,5344,210128i,45,0138,b,262338.993,2602931.079,6411.351,261510.377,2603137.915,6383.03,45,20210128,1300,51.268,--------,4,1,y,36,DMC,-9,0,0.855977,-0.61484,97.58499,0.019327,0.029532,0.024118,0.003543,0.003608,0.008614,210128i_45~0138.tif
5347,5348,210128i,45,0142,a,262302.211,2605700.473,6411.421,261473.535,2605907.304,6383.227,45,20210128,1301,17.682,--------,4,1,y,0,DMC,-9,0,0.748354,1.51782,99.135522,0.019372,0.029444,0.024106,0.003581,0.003642,0.008689,210128i_45~0142.tif
5350,5351,210128i,45,0145,a,262332.409,2607776.61,6407.606,261503.68,2607983.438,6379.522,45,20210128,1301,37.419,--------,4,1,y,36,DMC,-9,0,1.161994,-0.688593,97.687378,0.019409,0.029549,0.024453,0.003656,0.0037,0.008728,210128i_45~0145.tif
5363,5364,210128i,45,0158,a,262327.795,2616773.206,6406.628,261498.746,2616980.047,6379.31,45,20210128,1303,4.943,--------,4,1,y,36,DMC,-9,0,1.101773,-0.265024,97.607459,0.019289,0.029459,0.024035,0.00356,0.003643,0.00895,210128i_45~0158.tif
5425,5426,210130e,27,0058,a,216304.019,2577353.721,3876.845,215476.244,2577561.431,3852.55,27,20210130,1011,21.102,--------,4,1,y,18,DMC,-9,0,-0.890198,0.033773,-95.633554,0.015832,0.024224,0.018493,0.003687,0.003814,0.009566,210130e_27~0058.tif
5545,5546,210130e,29,0178,b,221493.94,2621644.09,3869.293,220665.728,2621850.091,3846.518,29,20210130,1046,53.68,--------,4,1,y,0,DMC,-9,0,0.286204,3.250138,99.30615,0.016504,0.023911,0.019553,0.003331,0.0034,0.008057,210130e_29~0178.tif
5555,5556,210130e,27,0188,b,216231.482,2553822.301,3961.442,215402.669,2554029.941,3937.373,27,20210130,1102,36.505,95193067,4,3,y,19,DMC,-9,0,-0.85064,0.075418,-100.917902,0.017131,0.023752,0.021217,0.003955,0.004001,0.0094,210130e_27~0188.tif
5578,5579,210130e,27,0211,b,216209.054,2537904.043,3964.335,215381.015,2538111.773,3940.498,27,20210130,1105,15.706,--------,4,1,y,19,DMC,-9,0,-0.970823,0.114091,-101.071027,0.016737,0.023569,0.020512,0.003838,0.003899,0.009517,210130e_27~0211.tif
5625,5626,210130e,29,0258,a,221337.422,2536513.324,3966.638,220508.511,2536720.643,3942.039,29,20210130,1115,39.617,--------,4,1,y,36,DMC,-9,0,0.820408,-0.347875,95.659647,0.016469,0.023897,0.022178,0.003863,0.003875,0.009443,210130e_29~0258.tif
5638,5639,210130e,29,0271,b,221366.101,2548970.836,3965.422,220538.162,2549177.889,3940.601,29,20210130,1118,4.077,--------,4,1,y,36,DMC,-9,0,0.787377,1.414246,95.708496,0.01671,0.023992,0.022382,0.003904,0.003885,0.009335,210130e_29~0271.tif
5717,5718,210130e,27,0350,a,216181.253,2514373.1,3963.79,215353.248,2514581.65,3940.0,27,20210130,1141,40.104,--------,4,1,y,18,DMC,-9,0,-0.890995,-0.236912,-98.047074,0.015192,0.023312,0.018537,0.003633,0.003646,0.009848,210130e_27~0350.tif
5728,5729,210130e,27,0361,b,216142.491,2506759.188,3958.571,215314.286,2506968.428,3934.861,27,20210130,1142,56.135,95183037,4,1,y,19,DMC,-9,0,-1.009058,-0.18397,-100.024449,0.01541,0.023258,0.018754,0.00373,0.003751,0.009848,210130e_27~0361.tif
5742,5743,210130e,27,0375,a,216113.138,2497071.207,3965.131,215285.39,2497280.709,3941.48,27,20210130,1144,33.967,--------,4,1,y,19,DMC,-9,0,-0.936125,-0.241409,-100.00057,0.015999,0.023445,0.020085,0.00383,0.00386,0.009814,210130e_27~0375.tif
5858,5859,210130e,29,0491,a,221196.947,2476990.541,3970.986,220369.699,2477200.029,3947.267,29,20210130,1214,1.423,--------,4,1,y,18,DMC,-9,1,-0.922897,1.404741,-99.418999,0.016428,0.023868,0.020213,0.003736,0.003812,0.009668,210130e_29~0491.tif
5866,5867,210130e,29,0499,b,221235.387,2471453.452,3960.523,220407.734,2471663.206,3937.012,29,20210130,1214,57.239,--------,4,1,y,18,DMC,-9,0,-1.113231,-0.114406,-97.794006,0.01623,0.023925,0.019978,0.003576,0.003686,0.009565,210130e_29~0499.tif
5876,5877,210130e,29,0509,a,221174.488,2464533.922,3969.892,220346.733,2464743.748,3946.796,29,20210130,1216,7.385,--------,4,1,y,18,DMC,-9,0,-1.934202,0.017938,-99.56551,0.016598,0.023939,0.020438,0.003544,0.003662,0.009327,210130e_29~0509.tif
5991,5992,210131g,44,0063,b,259791.576,2573170.157,5171.857,258963.357,2573377.16,5143.746,44,20210131,1209,20.759,96194094,4,1,y,36,DMC,-9,0,0.928215,-0.145779,92.342757,0.015915,0.024536,0.01851,0.003376,0.003463,0.008582,210131g_44~0063.tif
5999,6000,210131g,44,0071,b,259779.536,2578707.092,5171.963,258951.272,2578914.117,5143.658,44,20210131,1210,10.479,96194074,4,1,y,36,DMC,-9,0,0.766231,1.284254,92.391504,0.015754,0.024479,0.018367,0.003323,0.003426,0.008625,210131g_44~0071.tif
6000,6001,210131g,44,0072,b,259794.834,2579399.175,5168.692,258966.562,2579606.198,5140.383,44,20210131,1210,16.688,--------,4,1,y,36,DMC,-9,0,0.70983,0.238419,92.383463,0.015782,0.024506,0.018437,0.003321,0.003424,0.00862,210131g_44~0072.tif
6004,6005,210131g,44,0076,a,259777.148,2582167.518,5167.01,258948.846,2582374.527,5138.763,44,20210131,1210,41.662,--------,4,1,y,36,DMC,-9,0,1.244763,-0.395992,94.13006,0.015899,0.024561,0.018722,0.003364,0.003447,0.00863,210131g_44~0076.tif
6009,6010,210131g,44,0081,a,259774.766,2585628.018,5163.259,258946.434,2585834.99,5135.114,44,20210131,1211,13.052,--------,4,1,y,36,DMC,-9,0,1.097745,-0.765186,93.58779,0.015997,0.024753,0.019339,0.003301,0.00339,0.008603,210131g_44~0081.tif
6011,6012,210131g,44,0083,a,259756.917,2587011.504,5167.305,258928.575,2587218.457,5139.182,44,20210131,1211,25.665,96194044,4,1,y,36,DMC,-9,0,1.483773,-1.008984,94.353623,0.016089,0.024763,0.019476,0.003313,0.0034,0.008597,210131g_44~0083.tif
6120,6121,210201c,73,0059,a,333091.287,2720842.002,3258.254,332259.717,2721047.405,3237.487,73,20210201,1045,26.069,--------,4,1,y,18,DMC,-9,1,-1.054362,-0.061965,-92.5569,0.014171,0.020676,0.017803,0.00329,0.003361,0.008471,210201c_73~0059.tif
6123,6124,210201c,73,0062,a,333111.601,2718766.676,3249.6,332280.012,2718972.142,3228.808,73,20210201,1045,47.583,--------,4,1,y,18,DMC,-9,1,-0.777803,0.054135,-92.68826,0.014733,0.02091,0.01863,0.003273,0.003351,0.008466,210201c_73~0062.tif
6130,6131,210201c,73,0069,b,333143.088,2713919.766,3256.802,332311.484,2714125.325,3236.024,73,20210201,1046,37.875,--------,4,1,y,18,DMC,-9,1,-1.002437,0.160596,-92.926306,0.014917,0.020958,0.019225,0.003253,0.003341,0.008456,210201c_73~0069.tif
6131,6132,210201c,73,0070,b,333146.637,2713228.46,3258.562,332315.035,2713434.024,3237.811,73,20210201,1046,45.039,--------,4,1,y,18,DMC,-9,1,-0.930991,0.014728,-92.96132,0.01494,0.020967,0.019263,0.003258,0.003345,0.008451,210201c_73~0070.tif
6175,6176,210201f,68,0002,b,320471.457,2715928.958,4540.155,319639.979,2716134.046,4518.159,68,20210201,1114,52.193,--------,4,1,y,18,DMC,-9,0,-0.809813,0.006669,-94.363836,0.015259,0.02094,0.021174,0.003974,0.004014,0.010238,210201f_68~0002.tif
6179,6180,210201f,68,0006,b,320485.825,2713158.735,4545.197,319654.375,2713363.849,4523.066,68,20210201,1115,23.384,--------,4,1,y,18,DMC,-9,0,-0.959192,-0.450654,-94.761698,0.015305,0.020964,0.021274,0.00395,0.003998,0.01033,210201f_68~0006.tif
6186,6187,210201f,68,0013,b,320516.777,2708312.867,4546.28,319685.387,2708517.98,4524.112,68,20210201,1116,17.8,--------,4,1,y,18,DMC,-9,0,-0.929423,0.394042,-93.948329,0.015497,0.021046,0.021698,0.004044,0.004071,0.010437,210201f_68~0013.tif
6190,6191,210201f,68,0017,a,320528.803,2705544.33,4544.204,319697.466,2705749.442,4522.079,68,20210201,1116,48.671,--------,4,1,y,18,DMC,-9,0,-0.64064,0.099389,-94.827497,0.015593,0.021075,0.021851,0.004015,0.004044,0.010462,210201f_68~0017.tif
6208,6209,210201f,68,0035,a,320576.283,2693084.038,4544.467,319745.33,2693289.151,4522.81,68,20210201,1119,7.41,--------,4,1,y,18,DMC,-9,0,-0.703298,0.099125,-95.020549,0.015302,0.020952,0.021242,0.003893,0.003937,0.010324,210201f_68~0035.tif
6229,6230,210201f,68,0056,a,320645.869,2678546.727,4546.325,319815.729,2678751.626,4525.637,68,20210201,1121,47.787,97213018,4,1,y,18,DMC,-9,0,-0.853678,0.708103,-94.821123,0.01409,0.020544,0.019189,0.003814,0.003807,0.009263,210201f_68~0056.tif
6242,6243,210201f,67,0069,b,318070.161,2680614.935,4551.292,317239.929,2680819.869,4529.771,67,20210201,1126,32.486,--------,4,1,y,36,DMC,-9,0,0.511976,1.636215,94.159917,0.014245,0.020691,0.019624,0.003678,0.003674,0.008851,210201f_67~0069.tif
6245,6246,210201f,67,0072,b,318110.599,2682691.115,4541.143,317280.22,2682896.094,4519.43,67,20210201,1126,52.056,--------,4,1,y,36,DMC,-9,0,1.100856,-1.030854,93.066884,0.014275,0.020729,0.019629,0.003624,0.003641,0.00893,210201f_67~0072.tif
6248,6249,210201f,67,0075,b,318071.87,2684768.186,4547.539,317241.361,2684973.201,4525.723,67,20210201,1127,11.798,--------,4,1,y,36,DMC,-9,0,0.958707,0.111626,94.776473,0.01435,0.020736,0.019727,0.003597,0.003625,0.009024,210201f_67~0075.tif
6268,6269,210201f,67,0095,a,317978.471,2698612.488,4544.211,317147.37,2698817.557,4521.761,67,20210201,1129,22.788,--------,4,1,y,36,DMC,-9,0,0.805942,1.931343,94.366067,0.015479,0.021154,0.021341,0.003511,0.003584,0.009161,210201f_67~0095.tif
6278,6279,210201f,67,0105,a,317988.796,2705535.309,4547.647,317157.507,2705740.33,4525.173,67,20210201,1130,28.274,--------,4,1,y,36,DMC,-9,0,0.684052,0.423332,93.49916,0.015612,0.021315,0.021521,0.003418,0.003508,0.009046,210201f_67~0105.tif
6290,6291,210201f,67,0117,a,317934.102,2713841.709,4544.563,317102.691,2714046.7,4522.17,67,20210201,1131,45.6,--------,4,1,y,36,DMC,-9,0,1.148368,-0.010759,94.393401,0.016265,0.02115,0.022324,0.0036,0.003616,0.008659,210201f_67~0117.tif
6294,6295,210201f,66,0121,b,315420.709,2711750.036,4547.198,314589.394,2711954.943,4524.35,66,20210201,1135,57.276,97223096,4,1,y,18,DMC,-9,0,-1.10661,-1.360436,-94.328461,0.015684,0.021251,0.021417,0.003449,0.003534,0.008642,210201f_66~0121.tif
6296,6297,210201f,66,0123,b,315412.93,2710365.033,4548.376,314581.626,2710569.944,4525.484,66,20210201,1136,13.03,--------,4,1,y,18,DMC,-9,0,-0.921218,-1.057846,-95.748638,0.015746,0.021236,0.021421,0.003461,0.003543,0.008715,210201f_66~0123.tif
6301,6302,210201f,66,0128,b,315434.556,2706903.923,4546.185,314603.3,2707108.855,4523.287,66,20210201,1136,52.013,--------,4,1,y,18,DMC,-9,0,-1.347231,-1.637628,-96.16197,0.015923,0.021269,0.02163,0.003555,0.003608,0.008859,210201f_66~0128.tif
6304,6305,210201f,66,0131,a,315435.764,2704828.234,4542.693,314604.553,2705033.187,4519.765,66,20210201,1137,15.291,--------,4,1,y,18,DMC,-9,0,-1.053947,1.001135,-94.96168,0.015837,0.021318,0.021575,0.003511,0.003566,0.008892,210201f_66~0131.tif
6305,6306,210201f,66,0132,a,315449.2,2704134.933,4544.79,314618.005,2704339.895,4521.861,66,20210201,1137,23.059,--------,4,1,y,18,DMC,-9,0,-1.149568,0.613513,-94.630265,0.015943,0.021338,0.021767,0.003533,0.003596,0.008914,210201f_66~0132.tif
6323,6324,210201f,66,0150,a,315543.711,2691674.991,4547.608,314712.897,2691880.059,4524.927,66,20210201,1139,42.123,--------,4,1,y,18,DMC,-9,0,-1.105625,-0.756876,-95.458427,0.015665,0.021168,0.021155,0.003494,0.003519,0.008584,210201f_66~0150.tif
6347,6348,210201f,64,0174,a,310378.275,2704807.236,4545.868,309547.242,2705012.087,4522.431,64,20210201,1146,5.274,--------,4,1,y,36,DMC,-9,0,0.809885,0.301426,93.301794,0.016398,0.02747,0.022874,0.003652,0.003619,0.008936,210201f_64~0174.tif
6349,6350,210201f,64,0176,a,310370.533,2706192.993,4546.901,309539.476,2706397.814,4523.468,64,20210201,1146,18.367,97214014,4,1,y,36,DMC,-9,0,1.493875,-1.996197,94.665556,0.01657,0.027486,0.023085,0.003711,0.003661,0.00896,210201f_64~0176.tif
6355,6356,210201f,64,0182,b,310360.344,2710346.294,4542.383,309529.261,2710551.054,4519.031,64,20210201,1146,57.634,--------,4,1,y,36,DMC,-9,0,0.903689,0.520349,93.154367,0.016729,0.024252,0.02224,0.003713,0.003674,0.008927,210201f_64~0182.tif
6358,6359,210201f,64,0185,b,310327.82,2712422.992,4548.235,309496.766,2712627.748,4524.977,64,20210201,1147,17.468,--------,4,1,y,36,DMC,-9,0,1.39879,-0.501168,94.860193,0.017812,0.021414,0.021447,0.00371,0.003669,0.008927,210201f_64~0185.tif
6359,6360,210201f,64,0186,b,310316.575,2713115.495,4547.391,309485.537,2713320.255,4524.181,64,20210201,1147,24.125,--------,4,1,y,36,DMC,-9,0,1.027264,0.525417,94.554504,0.01633,0.021414,0.021218,0.003661,0.003617,0.008883,210201f_64~0186.tif
6370,6371,210201f,64,0197,a,310307.108,2720728.611,4545.935,309476.173,2720933.435,4523.575,64,20210201,1148,36.642,--------,4,1,y,36,DMC,-9,0,0.655286,0.517417,93.631076,0.015152,0.021313,0.020756,0.003617,0.003563,0.008514,210201f_64~0197.tif
6373,6374,210201f,65,0200,b,312846.209,2722122.673,4543.805,312014.981,2722327.475,4521.686,65,20210201,1154,0.405,--------,4,1,y,18,DMC,-9,0,-1.070292,0.04677,-94.701562,0.015079,0.021259,0.020331,0.003553,0.003576,0.008736,210201f_65~0200.tif
6376,6377,210201f,65,0203,a,312821.726,2720044.404,4541.048,311990.535,2720249.229,4518.704,65,20210201,1154,23.279,97223065,4,1,y,18,DMC,-9,0,-0.878503,1.6557,-95.281392,0.015255,0.02131,0.020647,0.003613,0.003628,0.008863,210201f_65~0203.tif
6480,6481,210201f,62,0307,a,305313.247,2707553.763,4543.055,304482.499,2707758.505,4519.294,62,20210201,1213,47.706,--------,4,1,y,18,DMC,-9,0,-0.850969,-0.113435,-95.022033,0.01442,0.021822,0.019777,0.003289,0.003369,0.008738,210201f_62~0307.tif
6481,6482,210201f,62,0308,b,305309.96,2706861.21,4543.563,304479.209,2707065.968,4519.765,62,20210201,1213,55.314,--------,4,1,y,18,DMC,-9,0,-0.914251,-0.122042,-95.152395,0.014394,0.021828,0.019702,0.003267,0.003348,0.008742,210201f_62~0308.tif
6482,6483,210201f,62,0309,b,305304.091,2706167.801,4544.339,304473.339,2706372.576,4520.506,62,20210201,1214,2.935,97214012,4,1,y,18,DMC,-9,0,-0.936033,-0.267108,-95.215231,0.014391,0.021814,0.0197,0.003266,0.003345,0.008747,210201f_62~0309.tif
6483,6484,210201f,62,0310,b,305301.367,2705475.531,4542.063,304470.616,2705680.325,4518.202,62,20210201,1214,10.532,--------,4,1,y,18,DMC,-9,0,-0.758323,0.165605,-94.883944,0.014384,0.021851,0.019754,0.003278,0.003352,0.008744,210201f_62~0310.tif
6488,6489,210201f,62,0315,a,305344.962,2702015.334,4543.353,304514.22,2702220.241,4519.422,62,20210201,1214,48.387,--------,4,1,y,18,DMC,-9,0,-0.928254,0.64081,-95.029368,0.014321,0.02182,0.019908,0.003213,0.003289,0.008699,210201f_62~0315.tif
6495,6496,210201f,62,0322,a,305330.05,2697168.838,4547.415,304499.341,2697373.91,4523.292,62,20210201,1215,41.963,--------,4,1,y,18,DMC,-9,0,-1.357978,-0.105014,-95.773046,0.014342,0.021787,0.019923,0.003062,0.003176,0.008601,210201f_62~0322.tif
6540,6541,210202e,42,0043,a,254667.094,2534406.317,3977.52,253838.603,2534613.911,3951.166,42,20210202,1028,11.492,96184032,4,1,y,18,DMC,-9,0,-0.922534,-0.089995,-94.605064,0.014524,0.020807,0.017172,0.003055,0.003187,0.008119,210202e_42~0043.tif
6541,6542,210202e,42,0044,a,254661.378,2533714.195,3975.567,253832.863,2533921.801,3949.267,42,20210202,1028,19.145,--------,4,1,y,18,DMC,-9,0,-0.783084,0.417139,-94.620482,0.013981,0.020547,0.016337,0.003062,0.003191,0.008118,210202e_42~0044.tif
6548,6549,210202e,42,0051,b,254694.777,2528869.426,3975.331,253866.118,2529077.121,3949.34,42,20210202,1029,12.921,96184052,4,1,y,18,DMC,-9,0,-1.118803,-0.590886,-95.331099,0.013974,0.020491,0.016279,0.003065,0.003187,0.008108,210202e_42~0051.tif
6549,6550,210202e,42,0052,b,254682.444,2528177.62,3975.743,253853.775,2528385.325,3949.772,42,20210202,1029,20.682,--------,4,1,y,18,DMC,-9,0,-1.099658,-0.33941,-95.685867,0.013981,0.020488,0.016262,0.003063,0.003185,0.008106,210202e_42~0052.tif
6551,6552,210202e,42,0054,b,254663.178,2526793.462,3974.66,253834.497,2527001.185,3948.753,42,20210202,1029,36.231,--------,4,1,y,18,DMC,-9,0,-0.856992,1.2373,-95.403582,0.013951,0.02048,0.016263,0.003068,0.003182,0.008074,210202e_42~0054.tif
6555,6556,210202e,42,0058,a,254680.932,2524024.768,3975.279,253852.225,2524232.535,3949.625,42,20210202,1030,7.401,--------,4,1,y,18,DMC,-9,1,-0.945596,0.253189,-94.665394,0.01391,0.020479,0.016247,0.003075,0.003187,0.008014,210202e_42~0058.tif
6562,6563,210202e,43,0065,b,257228.926,2528179.635,3977.836,256400.319,2528387.257,3951.973,43,20210202,1035,3.87,--------,4,1,y,36,DMC,-9,1,1.104838,-0.673416,93.484118,0.013892,0.020514,0.016677,0.003129,0.003138,0.007582,210202e_43~0065.tif
6563,6564,210202e,43,0066,b,257225.936,2528872.777,3978.908,256397.33,2529080.401,3953.015,43,20210202,1035,11.018,96184053,4,1,y,36,DMC,-9,0,1.596639,-2.864531,94.410423,0.01394,0.02048,0.016719,0.003127,0.003139,0.007596,210202e_43~0066.tif
6564,6565,210202e,43,0067,b,257221.307,2529565.441,3978.521,256392.707,2529773.065,3952.598,43,20210202,1035,18.167,--------,4,1,y,36,DMC,-9,0,0.797899,0.951688,94.098121,0.013875,0.020494,0.016543,0.003059,0.003079,0.007583,210202e_43~0067.tif
6568,6569,210202e,43,0071,a,257254.075,2532332.715,3977.205,256425.575,2532540.273,3951.119,43,20210202,1035,46.561,--------,4,1,y,36,DMC,-9,0,1.370205,-1.94133,93.875989,0.013944,0.020528,0.016818,0.003004,0.003041,0.007544,210202e_43~0071.tif
6569,6570,210202e,43,0072,a,257239.573,2533025.236,3979.032,256411.099,2533232.778,3952.891,43,20210202,1035,53.71,--------,4,1,y,36,DMC,-9,0,1.415458,-1.411957,94.556815,0.01398,0.020526,0.016807,0.002996,0.003032,0.007537,210202e_43~0072.tif
6571,6572,210202e,43,0074,a,257221.833,2534410.248,3977.149,256393.407,2534617.765,3950.912,43,20210202,1036,7.987,96184033,4,1,y,36,DMC,-9,0,0.345493,2.125659,94.246694,0.014014,0.020547,0.01687,0.002948,0.002996,0.007483,210202e_43~0074.tif
6578,6579,210202e,46,0081,a,264912.322,2551024.842,3975.01,264084.307,2551231.327,3948.281,46,20210202,1045,37.865,96193076,4,1,y,36,DMC,-9,0,1.253072,-0.188819,94.131052,0.014009,0.020473,0.018299,0.003288,0.00326,0.008222,210202e_46~0081.tif
6583,6584,210202e,46,0086,b,264915.756,2554484.951,3973.142,264087.588,2554691.371,3946.335,46,20210202,1046,12.276,--------,4,1,y,36,DMC,-9,0,1.333954,-0.713406,93.940254,0.013905,0.020436,0.018132,0.003359,0.003322,0.008294,210202e_46~0086.tif
6587,6588,210202e,46,0090,a,264893.407,2557254.199,3973.692,264065.164,2557460.668,3946.86,46,20210202,1046,40.174,--------,4,1,y,36,DMC,-9,0,0.73839,0.866293,94.140182,0.013897,0.020413,0.018093,0.003447,0.003391,0.008309,210202e_46~0090.tif
6588,6589,210202e,46,0091,a,264897.672,2557946.926,3970.429,264069.421,2558153.412,3943.586,46,20210202,1046,47.143,--------,4,1,y,36,DMC,-9,0,0.846199,0.581953,93.851742,0.013801,0.020414,0.017918,0.003422,0.003363,0.008296,210202e_46~0091.tif
6592,6593,210202e,46,0095,b,264898.12,2560715.281,3969.453,264069.851,2560921.859,3942.495,46,20210202,1047,14.993,--------,4,1,y,36,DMC,-9,0,0.541893,0.704812,94.226031,0.013758,0.020392,0.017853,0.00345,0.003386,0.008249,210202e_46~0095.tif
6597,6598,210202e,46,0100,b,264904.549,2564175.377,3972.884,264076.283,2564382.108,3945.634,46,20210202,1047,49.64,--------,4,1,y,36,DMC,-9,0,1.248038,-1.238607,94.904966,0.014067,0.02035,0.018452,0.003642,0.003505,0.008154,210202e_46~0100.tif
6598,6599,210202e,45,0101,b,262350.867,2564170.777,3974.904,261522.6,2564377.565,3947.588,45,20210202,1052,32.487,--------,4,1,y,18,DMC,-9,0,-1.050521,0.482062,-93.426208,0.013622,0.020302,0.017481,0.003688,0.003652,0.010189,210202e_45~0101.tif
6613,6614,210202e,45,0116,a,262369.736,2553788.029,3972.188,261541.588,2553994.653,3945.269,45,20210202,1054,23.612,96193065,4,1,y,18,DMC,-9,0,-0.541504,-0.33929,-94.566074,0.013959,0.020368,0.018268,0.003876,0.003843,0.010688,210202e_45~0116.tif
6616,6617,210202e,45,0119,a,262368.002,2551712.947,3974.952,261539.928,2551919.619,3948.061,45,20210202,1054,45.866,--------,4,1,y,18,DMC,-9,0,-1.06048,-0.090494,-94.998567,0.014006,0.020362,0.018319,0.003828,0.003811,0.010731,210202e_45~0119.tif
