,OBJECTID,FLIGHT,STRIP,PHOTO_ID,QUALITY,TWD97_E,TWD97_N,TWD97_H,TWD67_E,TWD67_N,TWD67_H,LN,DATE_,TIME_,SEC,MAP_ID,SC,RI,MP,DP,SW,CLOUD,SECRET,OMEGA,PHI,KAPPA,STD_X,STD_Y,STD_H,STD_OMEGA,STD_PHI,STD_KAPPA,filename
9479,9480,210312b,20,0439,a,198255.463,2532413.822,2757.091,197427.933,2532621.728,2735.559,20,20210312,1304,51.958,--------,4,3,y,18,DMC,-9,1,-0.987316,2.677935,-89.78229,0.014226,0.024635,0.014976,0.003885,0.003987,0.008856,210312b_20~0439.tif
9493,9494,210312b,20,0453,b,198099.563,2504731.141,2750.847,197272.542,2504939.529,2729.418,20,20210312,1309,44.142,--------,4,3,y,18,DMC,-9,1,-0.497932,8.113472,-91.703334,0.013908,0.024781,0.015817,0.003864,0.003913,0.008416,210312b_20~0453.tif
9499,9500,210312b,20,0459,a,198138.539,2500578.097,2758.499,197311.668,2500786.505,2737.03,20,20210312,1310,27.661,--------,4,3,y,18,DMC,-9,0,-0.945861,-1.414649,-92.030861,0.013887,0.024686,0.015501,0.003688,0.003795,0.00838,210312b_20~0459.tif
9515,9516,210312b,20,0475,b,198108.716,2489506.767,2753.134,197281.337,2489716.064,2731.623,20,20210312,1312,23.071,--------,4,3,y,18,DMC,-9,0,-1.105774,-2.126268,-92.875773,0.014118,0.024736,0.015797,0.003437,0.003562,0.008198,210312b_20~0475.tif
9517,9518,210312b,20,0477,b,198074.99,2488122.361,2752.218,197247.524,2488331.812,2730.683,20,20210312,1312,37.476,--------,4,3,y,18,DMC,-9,0,-0.765253,8.404403,-91.15695,0.014157,0.024835,0.016003,0.003511,0.003585,0.008114,210312b_20~0477.tif
9529,9530,210312b,20,0489,a,198178.658,2479817.195,2753.551,197350.812,2480027.345,2731.926,20,20210312,1314,3.747,--------,4,3,y,18,DMC,-9,0,-1.243964,-6.804518,-91.211331,0.013775,0.024616,0.015376,0.003091,0.003266,0.007816,210312b_20~0489.tif
9533,9534,210314f,44,0001,a,259802.775,2645840.749,4545.314,258973.084,2646047.353,4519.885,44,20210314,1021,3.096,--------,4,1,y,36,DMC,-9,0,0.888103,-9.478295,86.517093,0.016178,0.025008,0.019275,0.003707,0.003683,0.006745,210314f_44~0001.tif
9535,9536,210314f,44,0003,a,259659.272,2647223.657,4547.905,258829.611,2647430.248,4522.622,44,20210314,1021,17.533,--------,4,1,y,36,DMC,-9,0,0.738848,0.687296,95.574706,0.016221,0.02483,0.019055,0.00368,0.003705,0.006835,210314f_44~0003.tif
9551,9552,210314f,44,0019,a,259760.999,2658298.386,4542.524,258932.241,2658504.56,4517.65,44,20210314,1023,11.326,--------,4,1,y,36,DMC,-9,0,1.19406,4.3717,85.237704,0.015765,0.024637,0.017917,0.003586,0.003637,0.007231,210314f_44~0019.tif
9553,9554,210314f,44,0021,b,259868.248,2659683.6,4540.786,259039.51,2659889.745,4515.887,44,20210314,1023,25.403,--------,4,1,y,36,DMC,-9,0,1.153907,-6.422033,87.93323,0.015942,0.024847,0.018356,0.00361,0.003662,0.007317,210314f_44~0021.tif
9554,9555,210314f,44,0022,b,259845.173,2660376.815,4542.13,259016.431,2660582.944,4517.23,44,20210314,1023,32.46,--------,4,1,y,36,DMC,-9,0,1.699246,-7.128733,91.230327,0.015807,0.024733,0.018269,0.0036,0.003648,0.007368,210314f_44~0022.tif
9567,9568,210314f,44,0035,b,259805.832,2669374.46,4537.574,258976.78,2669580.338,4512.772,44,20210314,1025,4.171,--------,4,1,y,36,DMC,-9,0,1.075725,1.420719,86.149661,0.016148,0.024958,0.01897,0.003476,0.003557,0.007591,210314f_44~0035.tif
9568,9569,210314f,45,0036,a,262284.843,2669113.925,4545.283,261455.682,2669319.865,4520.244,45,20210314,1031,0.849,--------,4,1,y,18,DMC,-9,0,-0.325923,-3.409268,-88.067725,0.015849,0.024855,0.018813,0.003496,0.003597,0.007953,210314f_45~0036.tif
9579,9580,210314f,45,0047,b,262272.096,2661758.938,4548.36,261443.216,2661965.133,4523.194,45,20210314,1032,13.191,96213075,4,1,y,18,DMC,-9,0,-0.768186,2.041357,-90.047111,0.015469,0.024643,0.017867,0.003546,0.003647,0.008183,210314f_45~0047.tif
9580,9581,210314f,45,0048,b,262283.775,2661066.382,4545.828,261454.913,2661272.589,4520.657,45,20210314,1032,19.955,--------,4,1,y,18,DMC,-9,0,-0.84173,-4.369521,-90.841563,0.015366,0.024629,0.01771,0.003536,0.003639,0.008205,210314f_45~0048.tif
9584,9585,210314f,45,0052,a,262248.215,2658297.871,4546.19,261419.375,2658504.128,4521.033,45,20210314,1032,47.025,--------,4,1,y,18,DMC,-9,0,-0.931018,2.688466,-90.964315,0.015256,0.024541,0.017133,0.003537,0.00364,0.008222,210314f_45~0052.tif
9591,9592,210314f,45,0059,b,262273.184,2653452.279,4547.701,261443.671,2653658.825,4522.435,45,20210314,1033,34.461,96204005,4,1,y,18,DMC,-9,0,-0.954056,1.388259,-90.185125,0.015095,0.024464,0.016621,0.003467,0.0036,0.008239,210314f_45~0059.tif
9599,9600,210314f,45,0067,a,262301.007,2647915.831,4546.852,261471.064,2648122.581,4521.295,45,20210314,1034,28.702,96204025,4,1,y,18,DMC,-9,0,-1.000935,-3.55937,-91.672212,0.01522,0.02455,0.017208,0.003489,0.003602,0.008258,210314f_45~0067.tif
9604,9605,210314f,47,0072,b,267412.432,2646539.298,4548.263,266582.283,2646746.205,4522.2,47,20210314,1040,42.756,--------,4,1,y,36,DMC,-9,0,1.57939,-3.872422,91.32077,0.015471,0.024683,0.017818,0.003596,0.003708,0.008108,210314f_47~0072.tif
9609,9610,210314f,47,0077,a,267399.358,2649999.76,4551.076,266569.279,2650206.617,4525.202,47,20210314,1041,18.208,--------,4,1,y,36,DMC,-9,0,0.828025,-0.239503,88.196267,0.015425,0.024649,0.017835,0.003769,0.003851,0.008146,210314f_47~0077.tif
9629,9630,210314f,47,0097,b,267320.405,2663843.857,4547.864,266491.116,2664050.189,4522.238,47,20210314,1043,39.087,--------,4,1,y,36,DMC,-9,0,0.733307,0.650079,89.022116,0.015608,0.024767,0.018197,0.003629,0.003745,0.008484,210314f_47~0097.tif
9632,9633,210314f,47,0100,b,267273.591,2665920.174,4551.243,266444.205,2666126.467,4525.701,47,20210314,1044,0.172,--------,4,1,y,36,DMC,-9,0,0.992314,-0.425654,91.353946,0.015686,0.024788,0.018344,0.003612,0.003738,0.008509,210314f_47~0100.tif
9634,9635,210314f,47,0102,a,267286.475,2667304.671,4546.421,266457.032,2667510.926,4520.918,47,20210314,1044,14.206,96213057,4,1,y,36,DMC,-9,0,0.896621,2.047803,89.499235,0.015699,0.024816,0.018407,0.003598,0.003717,0.00852,210314f_47~0102.tif
9644,9645,210314f,47,0112,a,267307.487,2674226.444,4546.739,266477.872,2674432.238,4521.225,47,20210314,1045,24.275,--------,4,1,y,36,DMC,-9,0,0.456989,0.608388,89.479594,0.016525,0.025086,0.019601,0.003571,0.003667,0.008482,210314f_47~0112.tif
9646,9647,210314f,46,0114,b,264774.981,2674912.691,4553.596,263945.427,2675118.423,4528.208,46,20210314,1051,34.014,--------,4,1,y,18,DMC,-9,0,-1.079273,2.581026,-90.751181,0.016657,0.025094,0.020004,0.00353,0.00367,0.008181,210314f_46~0114.tif
9654,9655,210314f,46,0122,a,264811.282,2669374.247,4546.978,263981.964,2669580.264,4521.725,46,20210314,1052,28.191,--------,4,1,y,18,DMC,-9,0,-1.024925,0.918808,-89.808238,0.015872,0.024826,0.018757,0.003695,0.003805,0.008341,210314f_46~0122.tif
9663,9664,210314f,46,0131,b,264861.085,2663145.392,4551.42,264031.996,2663351.649,4526.013,46,20210314,1053,28.771,--------,4,1,y,18,DMC,-9,0,-1.266933,-2.469643,-92.626764,0.015514,0.024619,0.017912,0.003702,0.003827,0.008549,210314f_46~0131.tif
9672,9673,210314f,46,0140,a,264774.511,2656916.442,4548.448,263945.368,2657122.855,4523.016,46,20210314,1054,29.688,--------,4,1,y,18,DMC,-9,0,-1.233496,2.30745,-91.182823,0.015265,0.024505,0.017237,0.003738,0.00386,0.008715,210314f_46~0140.tif
9676,9677,210314f,46,0144,a,264794.973,2654146.982,4547.988,263965.374,2654353.583,4522.471,46,20210314,1054,56.97,--------,4,1,y,18,DMC,-9,0,-1.205179,-2.077225,-93.022499,0.015214,0.024457,0.017057,0.003746,0.003872,0.008771,210314f_46~0144.tif
9677,9678,210314f,46,0145,b,264769.474,2653454.982,4548.994,263939.747,2653661.635,4523.449,46,20210314,1055,3.823,96204006,4,1,y,18,DMC,-9,0,-1.121132,-0.802156,-93.315245,0.015247,0.024467,0.017118,0.003771,0.003892,0.008783,210314f_46~0145.tif
9699,9700,210314g,44,0011,a,259747.538,2625076.106,5152.719,258918.113,2625282.929,5126.325,44,20210314,1108,6.51,--------,4,1,y,36,DMC,-9,0,1.511137,-2.191625,93.483737,0.016989,0.025024,0.021983,0.003655,0.003698,0.008489,210314g_44~0011.tif
9701,9702,210314g,44,0013,a,259743.747,2626459.609,5149.641,258914.251,2626666.431,5123.332,44,20210314,1108,20.608,--------,4,1,y,36,DMC,-9,0,0.269618,4.998422,91.335565,0.016951,0.025056,0.022094,0.003692,0.003721,0.008465,210314g_44~0013.tif
9703,9704,210314g,44,0015,b,259751.412,2627843.805,5145.891,258921.849,2628050.621,5119.636,44,20210314,1108,34.605,--------,4,1,y,36,DMC,-9,0,1.630924,-4.05488,92.510148,0.017018,0.025068,0.022002,0.003632,0.003678,0.008433,210314g_44~0015.tif
9709,9710,210314g,44,0021,a,259708.408,2631997.332,5148.886,258878.685,2632204.118,5122.8,44,20210314,1109,16.944,--------,4,1,y,36,DMC,-9,0,1.449929,-3.555005,93.755545,0.016489,0.024816,0.020811,0.003559,0.003633,0.008399,210314g_44~0021.tif
9710,9711,210314g,44,0022,b,259676.852,2632689.188,5149.008,258847.11,2632895.967,5122.916,44,20210314,1109,24.017,--------,4,1,y,36,DMC,-9,0,0.596988,3.692559,93.581124,0.016356,0.024825,0.020642,0.003498,0.003577,0.008382,210314g_44~0022.tif
9711,9712,210314g,44,0023,b,259669.114,2633382.479,5149.458,258839.357,2633589.249,5123.357,44,20210314,1109,31.081,--------,4,1,y,36,DMC,-9,0,0.744132,3.215011,92.310782,0.016272,0.024803,0.020463,0.003446,0.003536,0.008366,210314g_44~0023.tif
9743,9744,210314g,47,0055,a,267393.813,2619546.69,5155.201,266564.657,2619753.568,5128.157,47,20210314,1125,5.069,--------,4,1,y,36,DMC,-9,0,0.91199,0.014088,94.387983,0.017121,0.024963,0.023144,0.003491,0.003538,0.008876,210314g_47~0055.tif
9753,9754,210314g,47,0065,b,267382.167,2626468.397,5155.269,266552.659,2626675.309,5128.355,47,20210314,1126,16.299,--------,4,1,y,36,DMC,-9,0,1.200601,-3.516287,92.13196,0.01814,0.025522,0.02498,0.003613,0.003613,0.008939,210314g_47~0065.tif
9754,9755,210314g,47,0066,b,267349.751,2627159.342,5153.617,266520.207,2627366.256,5126.715,47,20210314,1126,23.376,--------,4,1,y,36,DMC,-9,0,1.486993,-4.118807,93.540933,0.018048,0.025347,0.02443,0.003629,0.003639,0.008948,210314g_47~0066.tif
9760,9761,210314g,47,0072,a,267368.326,2631312.736,5150.969,266538.581,2631519.657,5124.174,47,20210314,1127,5.691,96204087,4,1,y,36,DMC,-9,0,1.074312,0.475519,89.795963,0.016668,0.024835,0.022255,0.003488,0.003518,0.008939,210314g_47~0072.tif
9765,9766,210314g,45,0077,b,262303.357,2632689.167,5150.022,261473.566,2632896.004,5123.622,45,20210314,1134,41.336,--------,4,1,y,18,DMC,-9,0,-0.938767,-0.83291,-88.967687,0.01675,0.024771,0.023912,0.003177,0.003231,0.008313,210314g_45~0077.tif
9774,9775,210314g,45,0086,a,262300.146,2626458.61,5150.76,261470.621,2626665.469,5124.201,45,20210314,1135,39.105,--------,4,1,y,18,DMC,-9,0,-0.886039,0.128409,-92.930312,0.016722,0.02485,0.026484,0.003087,0.003171,0.008288,210314g_45~0086.tif
9777,9778,210314g,45,0089,a,262298.241,2624382.627,5152.185,261468.824,2624589.484,5125.562,45,20210314,1135,58.31,--------,4,1,y,18,DMC,-9,0,-0.850713,2.162795,-92.388994,0.016888,0.024908,0.026993,0.003128,0.003197,0.008234,210314g_45~0089.tif
9780,9781,210314g,45,0092,a,262350.763,2622307.149,5154.453,261521.456,2622514.002,5127.687,45,20210314,1136,17.512,--------,4,1,y,18,DMC,-9,0,-1.103721,-0.414123,-92.359195,0.01694,0.024869,0.028204,0.003109,0.003195,0.008172,210314g_45~0092.tif
9784,9785,210314g,45,0096,b,262316.813,2619536.977,5149.319,261487.642,2619743.825,5122.323,45,20210314,1136,43.286,--------,4,1,y,18,DMC,-9,0,-0.572924,1.057829,-93.995485,0.016942,0.024852,0.023512,0.003003,0.003096,0.008042,210314g_45~0096.tif
9785,9786,210314g,45,0097,b,262318.646,2618845.833,5146.693,261489.506,2619052.679,5119.628,45,20210314,1136,49.682,--------,4,1,y,18,DMC,-9,0,-0.601245,2.322781,-93.531213,0.016907,0.024869,0.023392,0.002981,0.003071,0.008,210314g_45~0097.tif
9792,9793,210315g,55,0006,a,287537.509,2693649.258,5159.836,286707.512,2693854.914,5134.247,55,20210315,1014,9.701,--------,4,1,y,36,DMC,-9,0,1.320795,-2.905774,92.196912,0.01595,0.02572,0.019477,0.003229,0.003334,0.00844,210315g_55~0006.tif
9794,9795,210315g,55,0008,a,287549.686,2695034.015,5158.066,286719.699,2695239.608,5132.525,55,20210315,1014,23.099,96211055,4,1,y,36,DMC,-9,0,0.427349,1.01033,92.170936,0.015959,0.025711,0.019374,0.003205,0.003321,0.008483,210315g_55~0008.tif
9811,9812,210315g,55,0025,b,287588.875,2706801.506,5157.017,286758.966,2707006.465,5132.424,55,20210315,1016,14.8,--------,4,1,y,36,DMC,-9,0,0.677348,0.434934,92.487846,0.016151,0.02582,0.019837,0.003387,0.003474,0.008665,210315g_55~0025.tif
9814,9815,210315g,55,0028,b,287551.574,2708878.585,5160.102,286721.684,2709083.448,5135.608,55,20210315,1016,34.345,96211005,4,1,y,36,DMC,-9,0,0.682491,0.133344,94.590411,0.016285,0.025805,0.019959,0.003419,0.003499,0.008671,210315g_55~0028.tif
9815,9816,210315g,55,0029,b,287543.249,2709571.104,5157.471,286713.366,2709775.938,5133.006,55,20210315,1016,40.822,--------,4,1,y,36,DMC,-9,0,0.286654,1.668657,94.184246,0.016267,0.025811,0.019935,0.003427,0.003504,0.008661,210315g_55~0029.tif
9835,9836,210315g,55,0049,a,287539.406,2723413.674,5156.272,286709.487,2723618.452,5132.877,55,20210315,1018,50.732,--------,4,1,y,36,DMC,-9,0,1.190054,-2.235598,92.336709,0.016019,0.025781,0.018799,0.003424,0.003484,0.008406,210315g_55~0049.tif
9868,9869,210315h,43,0001,b,257145.733,2667988.975,5807.0,256316.841,2668194.849,5782.558,43,20210315,1111,27.394,--------,4,1,y,36,DMC,-9,0,0.877181,1.15803,93.376578,0.016919,0.025601,0.022602,0.003841,0.003636,0.008351,210315h_43~0001.tif
9870,9871,210315h,43,0003,b,257148.578,2669375.006,5807.133,256319.627,2669580.841,5782.648,43,20210315,1111,39.659,--------,4,1,y,36,DMC,-9,0,0.603363,2.545916,92.24157,0.016947,0.025649,0.022791,0.003843,0.003639,0.008367,210315h_43~0003.tif
9873,9874,210315h,43,0006,b,257202.268,2671449.48,5804.463,256373.225,2671655.252,5779.892,43,20210315,1111,57.929,--------,4,1,y,36,DMC,-9,0,1.038334,-2.270557,91.56419,0.016889,0.025606,0.022787,0.003876,0.00366,0.008392,210315h_43~0006.tif
9877,9878,210315h,43,0010,a,257189.169,2674219.227,5806.416,256360.006,2674424.921,5781.725,43,20210315,1112,22.363,--------,4,1,y,36,DMC,-9,0,0.84464,1.290049,91.80066,0.016728,0.025553,0.02231,0.003785,0.003587,0.008411,210315h_43~0010.tif
9893,9894,210315h,43,0026,a,257172.964,2685294.162,5803.461,256343.459,2685499.699,5778.961,43,20210315,1114,0.107,--------,4,1,y,36,DMC,-9,1,0.930197,0.454606,91.416095,0.016557,0.025466,0.02215,0.00364,0.003477,0.008351,210315h_43~0026.tif
9903,9904,210315h,43,0036,a,257190.502,2692216.041,5800.578,256360.926,2692421.497,5776.133,43,20210315,1115,1.12,96214063,4,1,y,36,DMC,-9,0,1.487281,0.565038,92.27605,0.016186,0.025349,0.02244,0.003588,0.003389,0.00814,210315h_43~0036.tif
9907,9908,210315h,44,0040,a,259776.987,2667990.681,5805.705,258947.994,2668196.613,5780.953,44,20210315,1126,45.633,--------,4,1,y,36,DMC,-9,0,1.44348,-3.227914,92.842184,0.016787,0.025523,0.02566,0.003647,0.003493,0.009035,210315h_44~0040.tif
9911,9912,210315h,44,0044,b,259681.868,2670758.948,5805.836,258852.76,2670964.768,5780.996,44,20210315,1127,12.743,--------,4,1,y,36,DMC,-9,0,0.745188,1.627508,93.894543,0.016738,0.025468,0.025351,0.003629,0.003461,0.009012,210315h_44~0044.tif
9912,9913,210315h,44,0045,b,259683.069,2671452.266,5804.396,258853.929,2671658.059,5779.528,44,20210315,1127,19.512,--------,4,1,y,36,DMC,-9,0,0.632206,2.728092,92.944037,0.01671,0.025495,0.025336,0.003634,0.003466,0.009,210315h_44~0045.tif
9914,9915,210315h,44,0047,b,259708.498,2672835.87,5805.534,258879.291,2673041.615,5780.589,44,20210315,1127,33.009,96213034,4,1,y,36,DMC,-9,0,1.058406,-0.825468,92.439211,0.016661,0.025473,0.025127,0.003635,0.003465,0.008982,210315h_44~0047.tif
9917,9918,210315h,44,0050,a,259688.154,2674912.71,5806.225,258858.841,2675118.399,5781.208,44,20210315,1127,53.307,--------,4,1,y,36,DMC,-9,0,0.754048,0.819856,92.939829,0.016581,0.025449,0.024852,0.003605,0.003438,0.008951,210315h_44~0050.tif
9918,9919,210315h,44,0051,a,259688.641,2675604.509,5804.293,258859.292,2675810.185,5779.268,44,20210315,1128,0.043,96213024,4,1,y,36,DMC,-9,0,0.747172,1.321567,92.36273,0.016554,0.025447,0.024856,0.003583,0.00342,0.008936,210315h_44~0051.tif
9972,9973,210315h,45,0105,b,262262.319,2672838.132,5801.662,261432.996,2673043.896,5776.482,45,20210315,1147,27.686,96213035,4,1,y,36,DMC,-9,0,1.135131,-0.844395,92.765864,0.01644,0.025466,0.027087,0.003009,0.003111,0.008952,210315h_45~0105.tif
9973,9974,210315h,45,0106,b,262257.425,2673530.559,5802.062,261428.064,2673736.3,5776.856,45,20210315,1147,34.29,--------,4,1,y,36,DMC,-9,0,1.203531,-1.083839,93.253143,0.016423,0.025438,0.026691,0.002993,0.003098,0.008929,210315h_45~0106.tif
9974,9975,210315h,45,0107,a,262247.368,2674222.187,5802.708,261417.967,2674427.909,5777.485,45,20210315,1147,40.899,--------,4,1,y,36,DMC,-9,0,1.168645,-0.611121,93.618506,0.01642,0.025431,0.025943,0.002986,0.003092,0.008899,210315h_45~0107.tif
9980,9981,210315h,45,0113,b,262231.691,2678375.928,5800.598,261402.025,2678581.626,5775.366,45,20210315,1148,20.526,96213015,4,1,y,36,DMC,-9,0,1.127011,-0.732874,93.171173,0.016427,0.025406,0.022992,0.002958,0.003076,0.008737,210315h_45~0113.tif
9982,9983,210315h,45,0115,a,262238.89,2679759.708,5800.614,261409.143,2679965.422,5775.441,45,20210315,1148,33.723,--------,4,1,y,36,DMC,-9,0,0.950851,0.886169,92.574798,0.016333,0.025397,0.022803,0.002901,0.003026,0.008657,210315h_45~0115.tif
9986,9987,210315h,45,0119,a,262270.104,2682528.574,5802.742,261440.237,2682734.322,5777.717,45,20210315,1149,0.213,--------,4,1,y,36,DMC,-9,0,1.414649,-3.432773,93.134409,0.016328,0.025399,0.022737,0.002892,0.002984,0.00848,210315h_45~0119.tif
10042,10043,210316g,62,0001,b,305404.076,2676402.729,5166.669,304574.12,2676608.019,5143.119,62,20210316,1046,15.721,--------,4,1,y,36,DMC,-9,0,0.473976,2.278198,93.044639,0.017076,0.026661,0.020739,0.004001,0.00402,0.007978,210316g_62~0001.tif
10043,10044,210316g,62,0002,b,305414.934,2677094.754,5165.323,304584.905,2677300.071,5141.731,62,20210316,1046,22.138,--------,4,1,y,36,DMC,-9,0,1.525125,-3.782861,93.508195,0.016868,0.026646,0.020425,0.003923,0.003951,0.008018,210316g_62~0002.tif
10044,10045,210316g,62,0003,b,305404.671,2677786.618,5160.634,304574.571,2677991.962,5136.993,62,20210316,1046,28.578,--------,4,1,y,36,DMC,-9,0,1.52163,-2.918621,94.595342,0.016898,0.026591,0.020376,0.00391,0.003943,0.008044,210316g_62~0003.tif
10048,10049,210316g,62,0007,a,305404.541,2680556.221,5156.321,304574.202,2680761.635,5132.414,62,20210316,1046,54.372,--------,4,1,y,36,DMC,-9,0,1.171446,0.13347,93.546772,0.016994,0.026657,0.020695,0.003914,0.003959,0.008164,210316g_62~0007.tif
10055,10056,210316g,62,0014,a,305407.06,2685401.096,5160.035,304576.505,2685606.468,5135.886,62,20210316,1047,40.52,--------,4,1,y,36,DMC,-9,0,2.130456,-3.567307,96.074431,0.016839,0.026565,0.02019,0.003933,0.003964,0.008366,210316g_62~0014.tif
10059,10060,210316g,62,0018,a,305415.005,2688171.422,5157.272,304584.386,2688376.743,5133.07,62,20210316,1048,7.15,--------,4,1,y,36,DMC,-9,0,1.465581,-3.51788,94.43308,0.016873,0.026753,0.02045,0.003885,0.003938,0.008412,210316g_62~0018.tif
10117,10118,210316g,63,0076,a,307919.232,2693714.657,5165.984,307088.483,2693919.786,5142.068,63,20210316,1116,29.269,--------,4,1,y,18,DMC,-9,0,-0.924938,-1.071992,-95.661977,0.017355,0.026448,0.023258,0.003717,0.003754,0.008498,210316g_63~0076.tif
10121,10122,210316g,63,0080,a,307873.636,2690945.533,5154.847,307042.94,2691150.719,5130.951,63,20210316,1116,55.7,--------,4,1,y,18,DMC,-9,0,-0.343642,3.174266,-96.776729,0.017087,0.026285,0.022242,0.003703,0.003747,0.008579,210316g_63~0080.tif
